1.359030691208861219e-01;1.090095804338359065e-01;-2.190210957442514372e-01;-3.096514778692523451e-01;2.397812620837047604e-02;7.123006607402766754e-02;-1.084069613656731684e-01;6.177896358689929229e-02;1.483249695941443562e-02;2.061853925053042935e-01;2.757209821028183683e-01;-4.183578747103895712e-02;1.873362329484842270e-01;1.042247913657209923e-01;1.441641732491153460e-01;2.659824668364720313e-01;1.363059861616867652e-01;-3.436829980392863693e-02;6.792589243647891017e-02;5.142524569362093984e-02;7.060400714134955347e-02;-5.214523630150605937e-01;-3.867014559815376562e-01;-3.051700315737419511e-01
-1.653847522545595888e-04;2.354118792859429248e-04;7.744803332000774719e-04;7.048948207500556644e-04;-3.488327880988167668e-04;-1.950979970248808201e-04;9.655570155702343906e-05;-1.298490861911528928e-03;1.550064994157861507e-05;-3.854281562448761919e-04;2.343817899261669082e-04;5.027366428463872798e-04;8.490276187909135026e-04;7.018145522115977778e-04;3.873673821505905840e-04;-6.902718699890152685e-05;-6.978575766277280423e-06;8.640647393983670772e-04;4.492819977429536832e-04;-7.079898118959755942e-04;-1.143371088826594531e-03;6.605476671025500022e-04;-8.285240443033495879e-04;-1.326940511578451453e-03
5.103880849421104510e-02;-7.264963532101541277e-02;-2.390096473664199417e-01;-2.175351125961831888e-01;1.076520595109610595e-01;6.020851697490313403e-02;-2.979771067725171113e-02;4.007226955138266655e-01;-4.783607860465814536e-03;1.189456085391542572e-01;-7.233173587528740622e-02;-1.551477836948056133e-01;-2.620154234180995245e-01;-2.165845161261534813e-01;-1.195440852140848692e-01;2.130223742043275276e-02;2.153626862824734901e-03;-2.666559793632398145e-01;-1.386513395499772983e-01;2.184902505894752156e-01;3.528517347954223116e-01;-2.038492893136712725e-01;2.556878898223002849e-01;4.095024378531432196e-01
-8.637273103598298862e-02;1.306268139178762278e-01;6.231817876762162783e-02;-4.343395883772750189e-03;-1.415668447249068471e-02;-3.074733108698033401e-01;-1.394015398930709693e-01;-1.493938973894111573e-02;1.324579263284444697e-01;7.946697373247433305e-01;-2.389654929381159199e-01;-1.536619528288431791e-01;-1.471508720007611570e-01;-6.436391047135819887e-02;5.729132288107515597e-02;-3.361230582465245253e-02;1.280077149014418880e-01;1.222767078677176461e-01;1.163727265307162341e-02;-1.824982762032109906e-01;-1.572023265310880380e-01;7.499290389751692154e-02;-1.376428768593851437e-02;4.362789783852150105e-02
4.654144391988197685e-04;-1.102931325767835397e-01;1.520655883112291204e-02;-3.546787071955262438e-02;6.572877388442138757e-02;5.821470961217488638e-01;3.343017748010113782e-02;-2.045259056654413488e-01;-2.142902869735409666e-01;3.231676604960586618e-01;-1.633539514575783336e-01;-3.185066007237730666e-03;-1.510962639175476574e-01;1.449337049347421413e-01;-5.830462248358660171e-02;-9.486413521760231338e-02;-2.982263057224015523e-01;1.437541912053346971e-01;-1.968529327046601163e-01;8.432236971382858770e-02;3.364773574086781238e-01;1.687997426447554461e-01;-1.522259401273109714e-01;-2.157466335867471163e-01
-1.443541065088401257e-02;-1.335886915061598908e-02;-3.718763567800422720e-01;3.738447285859242131e-01;1.121890961704459294e-03;3.302007249135574529e-01;-1.537907763745401946e-01;-3.058170960577900055e-01;2.702326884746525937e-01;7.576928408079115773e-02;2.661059943758912333e-02;2.485580653318247846e-01;-8.852657002839318945e-02;-1.103313049989809169e-01;-3.740574385742791996e-01;8.325909595265798546e-02;2.761761012742210419e-01;-1.292583718038485367e-02;-5.257684344895952044e-02;7.037328494871568363e-02;-2.421627954855719578e-01;-1.520063392172139316e-01;-9.983917829410158748e-03;1.457030918154281207e-01
4.662541391843887800e-02;4.206918937290034938e-02;3.392293894278082533e-02;-1.487342417587648458e-01;5.758859187546216951e-02;1.072125682553001502e-01;1.592510066400512625e-01;1.264633984451491722e-01;-6.631822224590666615e-02;-2.269399794966647510e-01;-6.097144500292911440e-01;1.971688661569817314e-01;-1.232098734416805647e-01;-1.388469857632745330e-01;1.495935822632785683e-01;1.429580129677796851e-01;5.333879853534507776e-01;1.355923323137282199e-01;-9.217428886834722057e-02;-1.129322907435935941e-01;5.164004587258268220e-02;1.590847057672777412e-02;-1.968957904858401609e-01;-8.361628012124852627e-02
4.568000809729291789e-02;9.782465432533951621e-02;3.556332169363475293e-01;-2.024868105533402518e-01;5.027959587584895224e-02;2.613618005446982084e-01;-3.087434825388972182e-01;-1.356267451973113269e-01;1.474248265262436963e-01;-1.513829368281152388e-01;2.133106717307337377e-02;-4.122409683301674899e-01;-5.656669346299065398e-02;-1.673231827751871792e-01;1.466005838618527068e-01;1.139345671442932584e-01;3.963127866677553651e-02;2.704172988102310216e-01;-2.289479184995728556e-01;2.931102157940812525e-01;-3.119148876066074605e-01;-8.493740242090988546e-02;1.937070500653195193e-01;2.323486439170192180e-02
7.065099293208630671e-02;-1.670909298931846365e-01;-1.752311814413909652e-01;7.001137531682052884e-02;9.376907132040435133e-02;2.188376613646220992e-01;-2.000447692549747192e-01;-8.823244892516723947e-02;3.222012202604114806e-01;-1.438597192323844420e-01;-7.666993746347471050e-02;-3.231411549558698137e-01;-5.758726129217667418e-03;-9.009630510007890503e-02;2.882317102212373361e-01;-2.043266456985441126e-01;-1.947439284722601860e-02;8.170935552615504749e-02;4.669230250620469147e-01;-4.083961884942719500e-01;2.418436537171213818e-01;-1.932659799800880845e-02;-2.199902193445595067e-02;8.946995364734430800e-02
-7.097374668862833913e-02;9.477983234366554530e-03;9.679999642236014612e-02;-2.247976005450740694e-02;-1.592839433564875451e-01;-2.541738947019285266e-01;-1.961596280610443666e-01;-1.298830978794977831e-01;4.867008570344992791e-01;-1.221426271627367582e-01;-8.720445437175716047e-03;-9.367566239303118381e-02;-1.646169075686335082e-01;2.260943408650221698e-01;-1.798497689743650818e-01;4.832350652335781760e-02;1.985814344476530546e-01;-1.537355541844213080e-01;-8.197009019303740096e-02;2.565945489846444549e-01;4.441416429256112020e-01;2.267273507038544134e-01;-8.160086448131630144e-02;-2.741756700045567818e-01
